i,sim_simt,sim_mimt,mea_simt,mea_mimt
0,576,463,2398400,1915633
1,592,464,2508128,1924586
2,608,489,2628960,2107944
3,800,473,3381040,1980360
4,592,473,2439984,1918699
5,640,503,2652640,2042526
6,608,463,2558512,1944898
7,736,493,2995984,1986536
8,640,491,2711952,2066441
9,624,512,2534432,2060495
10,592,425,2412656,1709401
11,576,473,2309632,1888262
12,656,478,2636880,1877520
13,688,513,2776976,2052919
14,672,484,2855024,2017601
15,640,466,2680256,1946341
16,624,499,2652976,2083616
17,544,452,2168720,1774298
18,592,472,2469312,1940957
19,624,477,2528400,1919164
20,592,424,2352384,1672337
21,704,487,2887008,1961297
22,656,464,2591728,1801416
23,752,484,3091600,1987659
24,592,463,2340208,1818120
25,624,473,2598688,1948625
26,544,459,2362944,1969960
27,752,481,3064192,1926433
28,624,496,2710448,2125007
29,640,480,2602992,1927255
30,672,502,2799984,2102347
31,576,467,2356304,1900641
32,720,447,2973728,1852569
33,784,525,3230752,2147937
34,720,497,2997504,2043623
35,624,499,2539248,1995259
36,656,505,2649568,2004933
37,608,511,2448512,2050458
38,688,475,2893248,1971511
39,576,445,2395952,1830234
40,704,463,3003088,1920957
41,624,498,2617872,2061804
42,640,475,2606816,1919491
43,576,472,2349024,1917737
44,784,530,3144976,2132257
45,624,462,2568560,1877483
46,624,454,2594896,1850210
47,608,465,2418128,1831368
48,640,470,2498896,1842669
49,624,500,2446368,1957131
50,640,489,2632336,1977574
51,624,452,2467568,1769282
52,624,477,2540944,1924746
53,672,478,2720464,1913859
54,704,500,2943440,2098523
55,688,494,2832944,2011396
56,704,484,2746896,1856986
57,704,465,2736192,1775613
58,656,514,2652384,2042465
59,592,466,2356912,1851302
60,720,466,2883424,1823554
61,592,449,2380512,1757035
62,656,502,2557504,1926658
63,640,489,2556128,1938386
64,672,491,2704304,1941710
65,656,498,2772528,2080281
66,576,454,2228688,1729499
67,672,495,2784800,1987244
68,688,477,2703680,1839277
69,576,451,2373712,1851609
70,704,490,2789712,1927185
71,576,489,2257504,1888475
72,640,471,2548400,1849337
73,656,500,2665184,2003973
74,656,477,2586160,1836155
75,608,504,2323680,1908725
76,608,478,2512096,1951014
77,672,503,2693088,1984762
78,720,466,2910976,1889151
79,624,514,2398416,1957355
80,656,496,2769360,2053802
81,640,501,2611312,2029073
82,640,467,2508752,1804237
83,688,488,2930160,2047949
84,640,488,2597392,1952439
85,688,487,2749424,1912623
86,704,483,2878080,1966248
87,576,473,2427504,1970200
88,576,443,2359040,1770126
89,672,456,2703296,1819713
90,704,504,2869968,2024646
91,656,477,2621472,1880973
92,640,468,2607408,1893261
93,592,463,2379088,1829525
94,624,482,2598608,2000557
95,784,509,3251360,2117693
96,736,510,2917312,2013372
97,624,478,2477440,1869910
98,608,488,2403664,1906188
99,624,473,2534928,1920933
100,688,533,2692880,2067755
101,608,473,2359216,1787573
102,624,454,2518160,1791318
103,672,508,2840016,2122038
104,688,441,2844944,1820350
105,560,471,2230864,1858278
106,672,468,2786800,1932793
107,656,512,2711952,2117855
108,592,460,2423552,1870754
109,624,498,2462736,1939899
110,704,510,2730832,1959156
111,768,508,3020928,1975544
112,592,464,2436912,1898319
113,672,497,2737520,2019100
114,640,510,2552576,1989455
115,624,487,2536880,1966330
116,624,480,2503008,1891325
117,592,475,2520560,1993866
118,688,483,2659328,1834873
119,608,474,2374880,1812175
120,608,486,2539648,2025650
121,688,520,2898768,2178801
122,576,492,2221024,1872140
123,576,461,2407328,1912088
124,688,482,2928480,1995168
125,688,466,2830896,1901193
126,672,500,2686400,1944327
127,720,477,2944864,1935740
128,608,504,2426448,1965940
129,672,487,2740928,1978523
130,688,519,2801936,2102883
131,784,486,3104688,1924832
132,656,482,2651328,1920607
133,688,510,2771744,2004171
134,608,472,2547776,1966703
135,656,478,2749536,1978011
136,624,460,2595696,1887677
137,656,483,2725024,2032183
138,592,461,2414576,1854928
139,672,498,2710528,1972778
140,672,460,2797200,1904686
141,656,497,2791616,2133619
142,656,468,2689696,1903204
143,688,502,2840768,2067033
144,608,484,2528432,1967781
145,608,496,2388256,1926326
146,576,449,2301200,1759155
147,608,488,2350352,1860302
148,656,461,2591600,1823013
149,704,485,2808464,1926845
150,736,477,2990736,1912617
151,704,498,2821552,1948554
152,656,482,2563136,1876634
153,688,502,2697792,1952185
154,592,466,2379872,1872782
155,624,475,2485248,1870277
156,640,499,2498928,1903707
157,624,463,2476832,1798544
158,640,459,2528576,1798193
159,608,465,2391536,1821655
160,576,467,2412480,1946238
161,640,485,2619920,1975452
162,608,495,2470128,2000976
163,688,484,2758560,1921966
164,624,459,2561984,1868893
165,672,483,2611776,1849056
166,736,489,3058320,2020814
167,560,471,2173216,1822306
168,688,510,2689232,1947696
169,608,491,2408480,1947521
170,688,443,2733568,1731139
171,592,478,2343520,1859553
172,704,490,2915504,1996797
173,656,500,2633872,1970278
174,624,492,2575664,2012486
175,576,459,2266416,1787569
176,576,452,2345392,1834308
177,608,483,2417952,1874026
178,544,445,2204048,1793398
179,608,495,2499024,2003281
180,624,458,2521216,1813370
181,656,524,2728560,2139593
182,704,499,2848160,2010486
183,624,505,2498304,1981286
184,592,487,2327200,1880819
185,640,460,2629248,1864890
186,608,467,2504976,1870966
187,624,503,2497200,2008274
188,576,439,2390448,1803472
189,608,508,2526544,2067119
190,640,472,2657344,1971314
191,624,511,2532400,2063827
192,640,513,2591232,2039206
193,624,501,2498416,1985073
194,736,515,2925840,2022795
195,544,451,2128368,1748073
196,624,463,2437248,1800978
197,672,518,2796736,2127273
198,640,494,2669632,2045198
199,576,463,2343584,1857446
200,624,476,2440640,1841004
201,640,514,2586768,2059552
202,688,462,2875664,1922398
203,624,485,2460480,1868925
204,656,462,2637056,1824811
205,656,468,2725440,1915625
206,624,487,2514480,1939172
207,560,423,2215040,1682354
208,656,479,2607120,1869052
209,656,477,2657760,1921685
210,752,509,3031280,2046801
211,624,447,2508352,1791732
212,688,464,2636752,1696461
213,688,478,2807360,1928386
214,576,452,2269888,1742711
215,576,473,2361088,1923943
216,608,497,2471776,2004779
217,656,466,2625616,1823396
218,704,480,2721520,1845024
219,640,470,2609872,1859864
220,608,471,2556032,1980167
221,640,462,2572304,1816500
222,624,477,2535216,1876129
223,592,470,2273776,1767802
224,672,485,2710080,1939848
225,656,459,2627952,1823339
226,576,480,2270816,1851135
227,640,455,2649232,1841089
228,624,451,2499120,1784259
229,608,473,2511248,1938956
230,640,497,2535584,1935916
231,656,454,2697280,1861474
232,592,501,2398944,2001995
233,768,505,3081744,2060922
234,640,478,2546304,1864648
235,624,463,2520128,1861293
236,816,514,3349632,2101247
237,672,529,2685664,2128424
238,640,486,2672048,2054968
239,656,484,2670336,1956990
240,704,474,2988224,1981200
241,656,493,2532464,1899138
242,640,453,2595248,1796464
243,688,501,2784624,1999303
244,640,475,2481360,1825980
245,704,501,2875024,2039507
246,608,458,2369392,1760253
247,688,476,2718448,1877082
248,656,516,2559824,1995743
249,560,492,2121280,1844319
250,592,464,2311360,1797624
251,672,502,2730992,2021211
252,544,421,2221024,1724453
253,672,477,2698720,1900138
254,608,471,2448448,1887657
255,640,470,2541728,1811085
256,656,497,2709632,2017902
257,576,453,2335552,1823888
258,800,517,3219456,2072664
259,624,483,2506944,1933286
260,560,467,2257264,1849718
261,576,482,2299056,1894041
262,608,477,2422416,1892643
263,736,494,3066576,2040221
264,640,478,2558992,1875415
265,560,478,2313808,1967987
266,656,456,2667408,1814895
267,592,458,2418304,1843335
268,608,510,2412816,1992725
269,624,449,2484656,1752359
270,656,445,2670560,1776281
271,608,470,2393888,1825695
272,560,472,2256352,1877593
273,624,469,2544896,1888381
274,624,463,2546272,1871775
275,672,496,2699200,1971599
276,624,468,2553424,1879263
277,800,513,3245936,2045627
278,640,513,2561264,2040733
279,688,473,2743520,1835960
280,640,491,2545904,1946524
281,720,490,2883328,1922462
282,640,498,2644448,2029391
283,592,448,2420432,1850553
284,752,501,3121632,2061959
285,656,502,2666560,2033808
286,624,469,2602688,1932637
287,576,470,2352304,1907863
288,672,480,2740304,1952408
289,752,511,3069088,2082674
290,720,510,3098144,2132750
291,576,451,2377328,1846931
292,752,483,3042912,1936889
293,656,462,2774384,1911767
294,560,437,2324816,1797290
295,608,493,2494016,1991007
296,560,436,2174496,1697785
297,640,518,2542368,2038770
298,640,480,2535472,1871088
299,640,489,2638624,1977936
300,608,486,2407280,1917818
301,640,476,2517936,1883907
302,592,497,2267728,1871145
303,656,494,2697456,2027136
304,640,457,2498848,1774155
305,560,466,2425024,2001131
306,576,472,2281280,1862066
307,608,487,2409568,1919460
