i,sim_simt,sim_mimt,mea_simt,mea_mimt
0,152,65,590360,256607
1,176,85,655400,319597
2,96,78,375632,304599
3,200,89,805736,355215
4,144,75,558240,304402
5,184,101,712048,395848
6,184,101,710672,389447
7,288,120,1117728,469044
8,160,86,610896,332132
9,160,93,623000,365043
10,168,84,638928,317410
11,160,86,613744,332085
12,128,74,497456,289537
13,232,113,892656,432397
14,240,110,944032,436906
15,176,97,663792,366264
16,152,100,574400,379427
17,136,90,508512,336961
18,256,104,982728,408163
19,152,87,600008,340107
20,128,75,502288,290899
21,128,63,505728,246845
22,232,126,865064,472195
23,176,127,681496,490067
24,144,97,534664,361687
25,136,78,523992,305832
26,144,87,589888,354974
27,200,101,772520,390857
28,208,124,827440,495487
29,152,92,578888,349132
30,192,90,751952,352409
31,208,105,861144,445114
32,296,79,1145640,305704
33,144,81,580928,337310
34,312,155,1193864,598513
35,152,95,579176,361319
36,208,98,797256,376900
37,160,107,621272,412527
38,208,134,812368,523609
39,184,66,714840,260983
40,224,119,878536,464298
41,120,96,459560,366766
42,120,83,474520,328006
43,136,69,531560,269922
44,136,74,541224,290295
45,144,89,569784,348641
46,168,115,653920,442479
47,136,90,511344,338376
48,192,83,733152,316287
49,176,93,671536,353700
50,120,100,469256,389502
51,136,89,508344,328730
52,240,107,934576,418518
53,152,75,563120,273877
54,136,112,506528,415430
55,136,77,502832,288261
56,200,129,781192,505659
57,112,65,439376,257549
58,144,79,543744,299809
59,176,74,679768,285965
60,120,85,446616,317676
61,192,90,730416,341575
62,120,71,478128,277776
63,96,67,356648,249614
64,176,94,666712,353527
65,272,116,1041840,438696
66,176,91,687144,353814
67,136,86,530912,329461
68,192,89,723200,328978
69,120,89,451224,327761
70,104,66,411464,263941
71,232,115,911520,452154
72,176,113,673176,426132
73,208,125,786736,468758
74,176,110,656096,408268
75,112,79,428184,297996
76,144,70,532336,251950
77,208,115,810184,444176
78,168,102,651576,392134
79,168,83,630080,309748
80,152,91,561736,335045
81,104,59,385656,215267
82,136,88,520824,336596
83,248,124,917464,455767
84,152,91,593168,350627
85,200,93,781864,367009
86,160,67,622992,260345
87,88,48,351176,187457
88,152,95,571000,355047
89,112,77,436504,299074
90,152,105,576456,395097
91,168,81,638392,306591
92,184,109,711336,416661
93,184,83,693128,313013
94,216,112,818080,424403
95,264,131,1035168,511244
96,128,70,474008,255828
97,128,66,493848,254255
98,144,77,542368,283524
99,152,80,569560,299818
100,208,119,820912,466910
101,184,109,734112,439057
102,160,93,620688,358673
103,88,58,316400,207784
104,256,140,950672,520744
105,256,121,991728,466814
