i,sim_simt,sim_mimt,mea_simt,mea_mimt
0,320,248,1203648,925652
1,304,232,1096960,834279
2,320,243,1215128,910845
3,280,211,1015008,750334
4,312,250,1141464,910708
5,312,240,1151728,875686
6,296,253,1095688,930234
7,288,230,1074504,847585
8,320,239,1189800,876609
9,320,229,1208808,852898
10,320,244,1170544,888940
11,304,233,1092824,821790
12,320,250,1170064,908900
13,320,242,1156600,862962
14,320,254,1205784,950285
15,320,244,1161432,878843
16,320,239,1207912,889332
17,280,226,1010720,808476
18,320,239,1170080,868404
19,304,246,1126744,901260
20,296,221,1066336,790449
21,320,259,1194744,952169
22,288,241,1028728,850888
23,320,247,1195072,910301
24,280,226,990608,792640
25,296,239,1093936,878558
26,320,275,1255728,1068399
27,312,238,1134272,848376
28,304,232,1175792,885376
29,296,247,1059216,880795
30,296,233,1095176,852984
31,296,233,1131816,890548
32,320,265,1182768,964886
33,296,234,1133240,893236
34,296,239,1094528,868668
35,312,255,1146872,930085
36,296,245,1056536,868543
37,320,249,1189744,911547
38,320,250,1217208,932806
39,320,233,1179600,845493
40,312,262,1159400,966396
41,248,202,899096,726454
42,320,245,1210328,909943
43,320,248,1205496,915502
44,312,251,1157248,921827
45,288,227,1074952,835027
46,320,267,1164584,962661
47,288,213,1024824,750605
48,312,238,1130992,860582
49,304,233,1111256,850592
50,288,225,1037120,802830
51,312,255,1169080,943118
52,320,270,1167960,972451
53,264,211,934056,739190
54,304,229,1129952,842355
55,304,227,1118168,831146
56,304,259,1100904,928191
57,312,247,1179584,924509
58,304,247,1135104,921353
59,320,257,1208400,962379
60,312,249,1172072,926630
61,304,244,1117216,892772
62,312,246,1176520,926672
63,312,263,1146928,956654
64,320,214,1186624,784062
65,320,221,1167080,802228
66,272,226,1037992,857412
67,312,247,1201200,938962
68,288,220,1032560,775072
69,288,236,1057240,859454
70,320,278,1189408,1023073
71,304,267,1119744,976917
72,320,263,1163008,941823
73,320,257,1203736,960716
74,296,217,1044920,747948
75,320,223,1177080,801613
76,320,234,1185880,863362
77,280,231,995424,808145
78,312,273,1131232,983212
79,312,209,1192520,790046
80,320,270,1166312,977152
81,304,215,1105832,770821
82,304,217,1147928,807119
83,304,257,1136176,948456
84,296,250,1083176,908693
85,320,245,1186112,887285
86,312,227,1147976,822319
87,320,232,1203152,858974
88,320,255,1194248,937556
89,272,208,989464,748847
90,312,231,1162648,848986
91,288,221,1047752,800609
92,296,248,1105664,912547
93,320,249,1236752,945003
94,312,218,1168456,800083
95,296,214,1133832,805665
96,296,226,1095008,828006
97,320,253,1164240,914064
98,296,259,1068192,930897
99,304,238,1087952,850190
100,320,231,1168472,828380
101,320,251,1203368,940688
102,288,221,1046048,794803
103,304,267,1112728,966677
104,272,219,1001488,806095
105,312,258,1172432,962363
106,304,241,1077512,845417
107,320,244,1211976,918203
108,312,258,1094664,895136
109,320,253,1180216,926358
110,312,249,1179888,940303
111,320,226,1148376,802160
112,312,226,1137792,817899
113,304,250,1117944,913455
114,320,251,1191552,932866
115,296,256,1096128,945362
116,320,217,1194720,802421
117,312,235,1148360,856713
118,320,239,1198872,881903
119,288,249,1057960,911482
120,320,242,1163280,867308
121,320,261,1219968,982456
122,288,235,1076896,865783
123,320,232,1179224,850060
124,304,217,1105816,777333
125,312,255,1176528,949947
126,320,271,1162752,972201
127,288,220,1051944,784600
128,320,279,1184272,1017023
129,296,234,1106688,866104
130,320,268,1160888,957339
131,304,225,1143432,815904
132,320,241,1145088,844612
133,312,252,1128032,892336
134,272,216,1005696,791610
135,280,224,1057136,839832
136,304,230,1176360,882530
137,304,246,1142424,913448
138,264,217,937528,756785
139,320,257,1225152,967386
140,280,226,1027920,821556
141,296,279,1095408,1027270
142,320,259,1200808,960250
143,288,217,1071152,783088
144,304,215,1108632,781416
145,288,242,1019920,852241
146,320,225,1185440,831176
147,320,237,1158968,852033
148,264,221,945880,786501
149,312,238,1170200,886320
150,320,267,1122616,931189
151,288,212,1067896,781578
152,320,243,1163016,872566
153,320,261,1165672,952388
154,280,228,1056192,855849
155,320,265,1159760,954554
156,320,248,1172680,904879
157,320,248,1174320,902894
158,312,247,1114768,878473
159,320,258,1135136,911861
160,216,196,779472,702772
161,320,257,1183544,937858
162,312,216,1141760,786079
163,320,249,1220624,944587
164,320,263,1208336,985739
165,304,253,1141448,943644
166,312,239,1129968,861840
167,304,268,1129288,991401
168,296,250,1106912,930138
169,320,244,1193360,901104
170,320,231,1208048,860765
171,312,233,1098016,810418
172,312,245,1194920,921940
173,312,219,1146424,800439
174,288,228,1047480,818086
175,320,252,1175408,919547
176,312,263,1169104,972006
177,296,223,1070384,795421
178,304,245,1090312,868142
179,320,249,1180080,910491
180,320,243,1208496,907469
181,280,219,1032152,795939
182,304,243,1116112,882369
183,280,229,988240,793464
184,320,253,1189336,933770
185,296,263,1121048,984835
186,296,227,1101536,830106
187,320,241,1196320,891141
188,320,272,1181160,992641
189,312,242,1205680,928060
190,248,211,916736,771332
191,312,256,1198480,974025
192,320,267,1193640,983232
193,304,232,1103192,837246
194,296,203,1078096,737632
195,304,242,1106712,875787
196,304,245,1106248,878358
197,288,243,1038576,871470
198,312,249,1171032,930236
199,296,245,1077600,888921
200,288,218,1063368,790842
201,296,247,1075416,884306
202,288,227,1035280,805515
203,280,215,1022344,781195
204,320,266,1201240,992343
205,320,244,1160240,864013
206,280,233,1005792,828719
