i,sim_simt,sim_mimt,mea_simt,mea_mimt
0,120,36,541140,188886
1,108,56,482692,276833
2,44,19,231804,117649
3,36,21,191948,128807
4,172,66,751460,318227
5,96,36,425904,196334
6,336,95,1407768,422458
7,128,55,598732,289544
8,140,91,592336,403289
9,68,23,342020,134003
10,92,64,400368,293203
11,68,48,322180,242367
12,232,82,993736,377841
13,92,67,425420,314975
14,260,112,1096196,498139
15,84,40,382512,211798
16,136,96,572864,426165
17,328,151,1377836,665765
18,324,118,1259412,493476
19,156,92,684628,415198
20,372,123,1464992,514661
21,76,41,345268,204054
22,44,19,228380,118829
23,220,77,952932,378065
24,220,117,892972,505883
25,72,51,365816,278654
26,184,69,828596,339031
27,232,97,976720,443257
28,88,42,398988,214750
29,172,95,724692,427170
30,140,77,654292,376415
31,228,98,1034068,474444
32,112,77,501296,363292
33,100,73,455968,350948
34,148,55,642732,270005
35,188,120,799024,536865
36,188,120,781472,509006
37,316,129,1313484,569605
38,244,108,1040116,490818
39,196,78,860784,377791
40,96,57,443752,288178
41,112,71,511708,342913
42,76,40,352688,206754
43,124,84,555780,393297
44,208,80,881092,370609
45,136,62,633020,316736
46,104,58,468748,286119
47,232,85,985572,392377
48,96,60,414456,272350
49,204,123,796056,479079
50,228,136,931008,564481
51,144,94,616744,422056
52,156,82,662024,359073
53,68,38,282820,168373
54,332,123,1351084,509865
55,200,80,844064,345772
56,116,56,476720,248957
57,136,51,592608,240989
58,148,98,598732,404006
59,84,32,361776,152396
60,316,136,1283396,577787
61,204,103,856648,437041
62,112,70,469548,303923
63,68,28,294740,132971
64,264,81,1082384,361908
65,216,79,917940,360796
66,76,28,325164,131626
67,60,29,264528,138398
68,208,82,877968,377906
69,92,59,388832,261879
70,132,99,529108,401980
71,184,107,748840,441815
72,184,127,731304,502938
73,136,60,564848,267824
74,300,122,1221356,517628
75,260,82,1048888,345508
76,164,62,663088,271344
77,172,83,669768,328316
78,68,35,306288,164587
79,92,42,376464,181590
80,184,73,729168,305914
81,140,83,571540,349669
82,116,78,438736,297493
83,120,62,480848,261392
84,80,48,309456,184518
85,412,149,1674576,615342
86,272,105,1066908,422123
87,124,82,461752,306785
88,316,149,1249996,616436
89,176,52,726000,230108
90,420,131,1639660,533484
91,124,63,519908,277756
92,196,99,737492,369300
93,84,39,378728,191359
94,108,50,477652,227949
95,104,65,419436,271366
96,196,73,767840,294864
97,164,72,658476,303193
98,172,94,662352,359452
99,124,75,487368,301806
100,236,81,960376,336050
101,192,112,743184,452185
102,152,70,604044,276425
103,152,130,628548,544228
104,112,71,439596,272926
105,48,29,185064,111940
106,136,97,571732,416545
107,84,32,333204,132541
108,148,72,572200,276040
109,436,152,1817312,645966
110,112,61,462900,248304
111,88,38,343808,148805
112,168,98,649360,380737
113,56,35,253948,163034
114,140,49,569252,214361
115,116,59,483004,255884
116,116,64,477140,260488
117,116,66,450192,263788
118,100,57,403312,235112
119,100,53,375904,196762
120,240,132,915812,507499
121,236,67,863260,247785
122,128,63,514604,261994
123,228,76,938804,320154
124,120,70,486932,285173
125,172,104,671016,420331
126,120,69,469580,269568
127,248,116,939420,447360
128,104,75,406236,292463
129,172,99,685268,404268
130,260,88,1032448,352877
131,344,124,1354856,498374
132,180,96,720240,394004
133,128,55,558316,266851
134,88,49,337252,189295
135,128,48,488832,182147
136,160,103,616772,400699
137,160,90,611504,344187
138,208,77,822720,299819
139,144,73,616748,323791
140,36,17,180012,89222
141,512,250,2068848,1006764
142,68,33,272108,137583
143,184,76,750784,324606
144,40,21,203632,113553
145,340,112,1363448,449153
146,152,93,600740,369371
147,128,79,499024,315117
148,228,101,917344,419395
149,140,68,556004,277106
150,264,124,1037076,499342
151,220,76,886772,318798
152,132,89,508600,349750
153,140,50,564616,203139
154,84,39,313680,149432
155,120,50,465208,205120
156,160,99,625496,387889
157,248,79,986688,327273
158,240,105,977416,435089
159,104,62,390876,231202
160,60,33,240972,134340
161,188,84,763568,348300
162,168,86,686940,351342
163,336,177,1326588,698696
164,168,94,683488,395941
165,132,68,558584,302425
166,344,137,1370704,558822
167,164,81,654108,322606
168,380,157,1524208,637825
169,132,64,497328,239740
170,220,100,844716,382569
171,164,84,674560,349879
172,84,49,322188,190797
173,88,63,372796,272087
174,176,58,693636,230801
