n,d,p
0,1,1.2157756232314483e-21
1,1,2.905733314931237e-09
504,503,1.3229088127605717e-51
496,495,1.4010497941097734e-50
488,487,1.472380329027166e-49
480,479,1.5350492416867068e-48
472,471,1.587261156558878e-47
464,463,1.627348648567433e-46
456,455,1.6538474067536736e-45
448,447,1.665570567410879e-44
440,439,1.6616778539862615e-43
432,431,1.6417348714370883e-42
424,423,1.605757949032196e-41
416,415,1.5542403321441736e-40
408,407,1.4881563351008513e-39
400,399,1.4089412624252363e-38
392,391,1.3184464343117534e-37
384,383,1.21887041744372e-36
376,375,1.1126694257730427e-35
368,367,1.0024516491578547e-34
360,359,8.90861805820528e-34
352,351,7.804633162229183e-33
344,343,6.736260076185329e-32
336,335,5.7242707663746275e-31
328,327,4.785721284868751e-30
320,319,3.933415252658298e-29
312,311,3.1756514736758003e-28
304,303,2.516262115508491e-27
296,295,1.954922610875371e-26
288,287,1.4876913247705692e-25
280,279,1.1077187674672176e-24
272,271,8.060548127100001e-24
264,263,5.724792026984054e-23
256,255,3.9628568274148283e-22
252,251,7.994978083708547e-51
248,247,2.6696237320309365e-21
244,243,8.880799484558198e-49
240,239,1.7472844758633326e-20
236,235,9.553637939247034e-47
232,231,1.1090719461247595e-19
228,227,9.932121858045062e-45
224,223,6.813525082962919e-19
220,219,9.955222043315241e-43
216,215,4.042462319053745e-18
212,211,9.595452978642364e-41
208,207,2.3106184979738118e-17
204,203,8.868094678001309e-39
200,199,1.2689677626278743e-16
196,195,7.833315897823476e-37
192,191,6.675957371901393e-16
188,187,6.589371708597603e-35
184,183,3.3532488107816208e-15
180,179,5.257296711219996e-33
176,175,1.6020619102199603e-14
172,171,3.960123291781485e-31
168,167,7.249692579956066e-14
496,493,3.782299779760805e-49
164,163,2.801684163450491e-29
488,485,3.966893227649093e-48
160,159,3.092495149809684e-13
472,469,4.258423100404338e-46
156,155,1.8505793708724276e-27
464,461,4.3563214403514204e-45
152,151,1.2367495176441973e-12
448,445,4.4379252716638055e-43
148,147,1.1334464196852144e-25
440,437,4.41671103152973e-42
144,143,4.6081606211923345e-12
424,421,4.246054824103568e-40
140,139,6.3864140622916826e-24
416,413,4.0986183085181645e-39
136,135,1.588260316141968e-11
400,397,3.694041433235973e-37
132,131,3.2799055135295813e-22
392,389,3.446209637275896e-36
128,127,5.0215146986952136e-11
126,125,1.3209804993383497e-49
376,373,2.8894937445338527e-34
124,123,1.5187691315840016e-20
368,365,2.5942880860860808e-33
122,121,1.4615110532481579e-47
120,119,1.4421750752387213e-10
118,117,1.5655795451554302e-45
352,349,2.004970355506567e-31
116,115,6.259534847446419e-19
344,341,1.7237209591741313e-30
114,113,1.6202362365960054e-43
112,111,3.7192280350102236e-10
110,109,1.6161339473676988e-41
328,325,1.2143394970643453e-28
108,107,2.260922473682731e-17
320,317,9.935800637850417e-28
106,105,1.5496252887837016e-39
104,103,8.494771336175703e-10
102,101,1.4241418465514994e-37
304,301,6.294661284143647e-26
504,499,4.254991800834671e-49
100,99,7.023526708703936e-16
496,491,4.488699222527395e-48
296,293,4.864897333300759e-25
98,97,1.250364220966778e-35
488,483,4.6981888657302905e-47
96,95,1.6900148899423272e-09
472,467,5.021937393502765e-45
94,93,1.0449248705527718e-33
280,277,2.725560020083824e-23
464,459,5.12585760743876e-44
92,91,1.8335733729284226e-14
456,451,5.185349077435596e-43
272,269,1.9711709617002121e-22
90,89,8.277661733126912e-32
448,443,5.1972351120601363e-42
88,87,2.86978065418753e-09
432,427,5.071554750810938e-40
86,85,6.186979227449492e-30
256,253,9.562202000530264e-21
424,419,4.934144957784702e-39
84,83,3.9079295240525127e-13
416,411,4.749602378172334e-38
248,245,6.394793737791595e-20
82,81,4.340051549408625e-28
408,403,4.521717840738667e-37
244,241,1.3631289504439587e-46
80,79,4.057048514048249e-09
236,233,1.453913280296325e-44
392,387,3.9577916221243763e-35
78,77,2.840028315441134e-26
232,229,2.6143653865372343e-18
384,379,3.6354290245771516e-34
76,75,6.553864609311716e-12
376,371,3.296525476783914e-33
224,221,1.591985854689273e-17
74,73,1.721595847556971e-24
368,363,2.949327392831625e-32
220,217,1.4866060740075337e-40
72,71,4.644284815911093e-09
496,489,3.494340950126587e-47
212,209,1.4178883919848554e-38
352,347,2.262295748762545e-30
70,69,9.58977477914796e-23
488,481,3.649871322553218e-46
208,205,5.293947207667427e-16
344,339,1.9371608252507508e-29
480,473,3.781280015060195e-45
68,67,8.243827355258163e-11
472,465,3.884478314038252e-44
336,331,1.632516792096213e-28
200,197,2.8758209382813416e-15
464,457,3.955823247196494e-43
66,65,4.8624270848458814e-21
328,323,1.3530222994972595e-27
196,193,1.1305539388593755e-34
456,449,3.9922974170529074e-42
64,63,4.330095236860194e-09
63,62,8.345370274436075e-48
440,433,3.952689894253578e-40
188,185,9.385038494064538e-33
312,307,8.811866224013492e-26
62,61,2.219398130085969e-19
432,425,3.875113708826549e-39
184,181,7.415411592552487e-14
61,60,9.158339700734476e-46
304,299,6.912254678537136e-25
424,417,3.7598684214611625e-38
60,59,7.295213109239338e-10
416,409,3.60902981162295e-37
296,291,5.313662459692073e-24
59,58,9.725640078823777e-44
176,173,3.4942013024087546e-13
408,401,3.425796790405074e-36
58,57,8.999362714195634e-18
288,283,3.9988133801271305e-23
172,169,5.473026800840202e-29
400,393,3.2143970807638666e-35
57,56,9.972133609028355e-42
56,55,4.485418020966439e-09
496,487,2.089080328519349e-46
55,54,9.84835809506372e-40
384,377,2.728185634682397e-33
164,161,3.806005909673108e-27
272,267,2.1147880920439904e-21
488,479,2.177490070181746e-45
54,53,3.1906608857932323e-16
376,369,2.4653512806348514e-32
160,157,6.5357934945103625e-12
53,52,9.342594084712953e-38
264,259,1.4823267183670325e-20
368,361,2.1977855062345774e-31
472,463,2.307259627655718e-43
52,51,4.158156043291011e-09
464,455,2.3441955249260048e-42
360,353,1.9317111121074974e-30
256,251,1.0118844823272319e-19
51,50,8.487668577332422e-36
152,149,2.5670125883094424e-11
252,247,4.526153428158611e-47
352,345,1.6729454522126014e-29
50,49,9.701644238063417e-15
448,439,2.3539182024027487e-40
248,243,6.716381271610143e-19
148,145,1.4796533180574216e-23
344,337,1.4266537375041186e-28
49,48,7.359742170225223e-34
440,431,2.3249319352922938e-39
244,239,4.946444179151975e-45
48,47,9.359170668803551e-09
236,231,5.229553149506686e-43
424,415,2.1995172525753298e-37
47,46,6.068029079416313e-32
328,321,9.877390092712808e-27
140,137,8.145764871723987e-22
232,227,2.7008131044050303e-17
416,407,2.1052120612959115e-36
46,45,2.4702915368382227e-13
504,493,9.907505124948325e-47
320,313,8.006687195088534e-26
228,223,5.336651931040206e-41
136,133,3.161031485983638e-10
496,485,1.0388152375056326e-45
45,44,4.7368821847505375e-30
224,219,1.6296941210771845e-16
312,305,6.370947581689243e-25
400,391,1.8636172794380722e-34
488,477,1.0804730123162096e-44
44,43,1.3451624643613102e-08
480,469,1.1144927435634096e-43
392,383,1.722102654748994e-33
304,297,4.971552214417976e-24
216,211,9.48478529246102e-16
43,42,3.4841821381485116e-28
472,461,1.1397476820581573e-42
128,125,9.751051602706782e-10
212,207,4.947076564779824e-37
296,289,3.800860236271397e-23
464,453,1.1552679899942828e-41
42,41,5.11217332220149e-12
376,367,1.4149543083094608e-31
208,203,5.310604899380854e-15
456,445,1.1602918837556608e-40
124,121,1.8332514587611074e-18
288,281,2.843834810233765e-22
41,40,2.4015124365080253e-26
368,359,1.2567745967421908e-30
204,199,4.4678509743861515e-35
448,437,1.1543122206555707e-39
122,119,2.2810570217299263e-44
40,39,2.155210993738537e-08
118,115,2.4007458761328975e-42
432,421,1.1088085021288673e-37
196,191,3.849387831667919e-33
352,343,9.491927712302057e-29
39,38,1.5413783535518342e-24
272,265,1.4851633682211835e-20
504,491,4.303914193592162e-46
116,113,7.309845421766496e-17
424,413,1.0698346005849654e-36
192,187,1.4650970502060532e-13
344,335,8.060708927739034e-28
496,483,4.5032646933536115e-45
38,37,8.276244391921919e-11
416,405,1.0209695453588431e-35
264,257,1.0338894585133655e-19
188,183,3.1517972363196893e-31
488,475,4.673720128262263e-44
112,109,6.809600258883894e-09
408,397,9.63303523406859e-35
37,36,9.145764381071256e-23
480,467,4.810097220967414e-43
184,179,7.170428532899448e-13
110,107,2.3831689002891e-38
256,249,7.006498132142734e-19
328,319,5.530897172353665e-26
400,389,8.982045478013714e-34
472,459,4.907719485436359e-42
36,35,2.0691958531263413e-08
464,451,4.962642338876329e-41
392,381,8.27265930602875e-33
320,311,4.461795775192749e-25
248,241,4.61471623779431e-18
106,103,2.2358769597866828e-36
176,171,3.330535326217334e-12
456,443,4.971868682078433e-40
35,34,4.974551230787648e-21
384,373,7.52240055917732e-32
244,237,9.325761569662668e-44
104,101,1.5009980700309824e-08
448,435,4.933541269453401e-39
172,167,1.7812702664405233e-27
240,233,2.94869028265842e-17
376,365,6.749621145969031e-31
34,33,9.97174880442143e-10
440,427,4.847097889696333e-38
304,295,2.741735420819124e-23
236,229,9.770118648281675e-42
168,163,1.4615278926308737e-11
368,357,5.9726846091108594e-30
100,97,7.560777428324335e-14
432,419,4.713376069239263e-37
232,225,1.8243193037320934e-16
496,481,1.7549750183448823e-44
33,32,2.4559670928924305e-19
296,287,2.0843510597675712e-22
164,159,1.2166560155229753e-25
360,349,5.209149114834184e-29
98,95,1.718047610553747e-32
424,411,4.534655920894657e-36
228,221,9.873393234541515e-40
488,473,1.8173981552354077e-43
32,31,4.908516015961075e-08
63,61,3.214050503380764e-45
472,457,1.8995706004884958e-41
220,213,9.600092246200033e-38
408,395,4.058315779860523e-34
94,91,1.3967576999170741e-30
344,333,3.784021542454188e-27
156,151,7.731076764661528e-24
280,271,1.1267655648947091e-20
31,30,1.0878298073524273e-17
464,449,1.9161503271998143e-40
216,209,6.282822793978841e-15
400,387,3.7718523577666325e-33
92,89,1.8759066373025873e-12
336,325,3.147241817188444e-26
61,59,3.4675133836719247e-43
152,147,2.3233218919769165e-10
212,205,8.955620238193823e-36
272,263,7.992243632121359e-20
392,379,3.4622865574964285e-32
30,29,8.362951346656679e-09
448,433,1.8951380422449605e-38
328,317,2.5726681772410308e-25
208,201,3.4797830061661344e-14
504,487,6.029595292118053e-45
148,143,4.536553017899549e-22
384,371,3.137261585068952e-31
59,57,3.6158005239585675e-41
88,85,4.6425162474573786e-08
496,479,6.281831672738835e-44
204,197,7.990151261965472e-34
320,309,2.065145155747267e-24
29,28,4.2631183316925005e-16
376,363,2.8046844592823712e-30
144,139,8.310507331930375e-10
488,471,6.490721131285914e-43
86,83,7.767095951277926e-27
200,193,1.8472949972838762e-13
57,55,3.6357605921712936e-39
256,247,3.716042835686109e-18
312,301,1.626445035922788e-23
368,355,2.4723733707018566e-29
424,409,1.727229514366937e-35
480,463,6.649507246923609e-42
28,27,3.123081204770905e-08
472,455,6.752291404752892e-41
416,401,1.6384276272049868e-34
360,347,2.14771107233774e-28
304,293,1.2555358898781812e-22
248,239,2.428076098078086e-17
55,53,3.5161338406410783e-37
192,185,9.368730515604346e-13
82,79,5.256017549877957e-25
464,447,6.794336106940636e-40
136,131,2.7374230315400994e-09
244,235,1.1941354294708325e-42
352,339,1.8373279883540458e-27
27,26,1.4535627392810333e-14
296,285,9.489988234893733e-22
188,181,5.48348564768974e-30
456,439,6.772345432626535e-39
80,77,6.218080713319495e-08
504,485,2.0179822937516744e-44
53,51,3.261104089187612e-35
344,331,1.5468369654010836e-26
132,127,1.1866300858636127e-18
448,431,6.684703505920903e-38
184,177,4.522578323915688e-12
236,227,1.2392943918604653e-40
288,277,7.01549405648923e-21
392,377,1.3018060177753043e-31
496,477,2.0977734456752104e-43
26,25,4.449368053836983e-08
440,423,6.531652161130776e-37
336,323,1.2806376967587612e-25
232,223,9.431440353931707e-16
180,173,4.182365629828553e-28
488,469,2.1625973878610583e-42
128,123,8.227732995324708e-09
51,49,2.8913366793258476e-33
280,269,5.066119701088148e-20
432,415,6.315390780834473e-36
76,73,5.87393490916727e-10
480,461,2.2102848769954897e-41
328,315,1.0418031149911608e-24
126,121,3.610575522970157e-44
176,169,2.0694273092116054e-11
376,361,1.0468541197633906e-29
25,24,4.2245061277455907e-13
424,407,6.040084771153314e-35
224,215,5.5830283889936965e-15
472,453,2.2389780440074295e-40
124,119,5.174112589583957e-17
272,261,3.568949935906915e-19
74,71,1.917790759143614e-21
320,307,8.320530118886587e-24
172,165,2.999152500820943e-26
368,353,9.192182767168012e-29
49,47,2.4417749248682866e-31
416,399,5.711774154010708e-34
220,211,1.1924372429333038e-36
464,445,2.2472293727215057e-39
122,117,3.860545184474943e-42
24,23,1.7814419613507648e-07
496,475,6.612712930948761e-43
118,113,3.987185755549013e-40
448,429,2.199190968957694e-37
212,203,1.0994192917370351e-34
400,383,4.928414907297509e-32
47,45,1.9562682061043002e-29
352,337,6.774183479687769e-27
164,157,2.0102815371921397e-24
304,291,5.003459009808743e-22
70,67,1.0172474559362429e-19
256,245,1.6347352334286608e-17
488,467,6.801261445956698e-42
116,111,1.9917609252372583e-15
440,421,2.142781337619295e-36
208,199,1.7432813897871432e-13
392,375,4.492607290611095e-31
23,22,1.0202691209722062e-11
344,329,5.677622510771496e-26
252,241,1.1121936879002846e-43
160,153,3.6191719730849115e-10
114,109,3.96810577468525e-38
296,283,3.7594936433561834e-21
432,413,2.0657677225196628e-35
68,65,6.763985268124136e-09
384,367,4.0414647619129315e-30
248,237,1.059392876315493e-16
45,43,1.4800633958711446e-27
472,451,7.0071465386599615e-40
112,107,5.397997671138823e-08
424,405,1.969701230981228e-34
156,149,1.251094505902285e-22
200,191,9.142590827067736e-13
244,233,1.1837332783643275e-41
288,275,2.761832683333483e-20
376,359,3.58579782173038e-29
464,443,7.014871206278603e-39
22,21,1.3135834575667008e-07
504,481,1.9186016876397254e-43
416,397,1.856739468013996e-33
328,313,3.787176763950962e-24
240,229,6.653259889296365e-16
196,187,8.122734453940121e-31
152,145,1.367475014114144e-09
368,351,3.1360376253976267e-28
108,103,6.653014626135153e-14
496,473,1.985459990760296e-42
280,267,1.9812074242862422e-19
43,41,1.0519699035011166e-25
408,389,1.72957354922661e-32
236,225,1.2165488299269145e-39
64,61,7.37746755206788e-08
488,465,2.0372545103176947e-41
106,101,3.4781041294055677e-34
360,343,2.7017793501293887e-27
148,141,7.173558321961039e-21
232,221,4.0408966244153575e-15
400,381,1.5913239451296058e-31
21,20,1.9830308745199088e-10
440,419,6.63337914353501e-36
272,259,1.3859123473194842e-18
188,179,6.45855611676174e-29
480,457,2.0721123289988696e-40
104,99,1.1455079240229662e-07
228,217,1.2043279982806603e-37
352,335,2.2913828451809857e-26
62,59,2.094749218214064e-16
392,373,1.4454100858793767e-30
144,137,4.785135069112603e-09
472,449,2.08850162312149e-39
