n,d,p
0,1,3.4566476729548015e-209
1,1,2.2019676855639526e-18
944,943,1.4675493895933864e-95
928,927,7.225382099799582e-91
912,911,2.7053004353882083e-86
896,895,7.66630845196034e-82
880,879,1.6361733254203454e-77
864,863,2.6165156384776576e-73
848,847,3.1186420201784843e-69
832,831,2.7552869697301163e-65
816,815,1.7941018476620054e-61
800,799,8.559130809172713e-58
784,783,2.9732794779890476e-54
768,767,7.472709433123754e-51
752,751,1.3497534264896942e-47
736,735,1.7399632029747626e-44
720,719,1.5892051996460767e-41
704,703,1.0206580963143369e-38
688,687,4.572974843642033e-36
672,671,1.4175384928617965e-33
656,655,3.0138247707624954e-31
640,639,4.3550762648731554e-29
624,623,4.2366263799705865e-27
608,607,2.746836391927558e-25
592,591,1.1744874767991081e-23
576,575,3.275191337385991e-22
560,559,5.887110086202689e-21
544,543,6.736924243824677e-20
528,527,4.844168974022819e-19
512,511,2.1584315711021223e-18
496,495,5.872318165467068e-18
480,479,9.603204219816496e-18
472,471,2.4483615649715576e-94
464,463,9.283097412489264e-18
456,455,4.360042535033941e-85
448,447,5.21051717869951e-18
440,439,2.5442495210286836e-76
432,431,1.6659999761380358e-18
424,423,4.672765293567521e-68
416,415,2.972793383357795e-19
408,407,2.586496830379426e-60
400,399,2.895775426728768e-20
392,391,4.117992077014727e-53
384,383,1.5036133558767065e-21
376,375,1.7929224681871625e-46
368,367,4.055949703968923e-23
360,359,2.0209392788833475e-40
352,351,5.527041257265188e-25
344,343,5.556164435025216e-35
336,335,3.69074565712909e-27
328,327,3.491013692799905e-30
320,319,5.038049260399123e-28
944,941,2.8775545370102234e-93
312,311,4.6673500619342835e-26
928,925,1.3689851182467543e-88
304,303,2.9482710775638353e-24
896,893,1.3537848914111154e-79
296,295,1.227339413255039e-22
880,877,2.7867122281524087e-75
288,287,3.329777859675841e-21
848,845,4.931162110728407e-67
280,279,5.818427135196949e-20
832,829,4.1932406249326754e-63
272,271,6.467447274071553e-19
800,797,1.204003420781011e-55
264,263,4.513150760797997e-18
784,781,4.016272882428767e-52
256,255,1.949783185895571e-17
752,749,1.6769186598105306e-45
248,247,5.138278394783686e-17
736,733,2.0703628822951006e-42
240,239,8.130712906111297e-17
236,235,2.6720632301753915e-92
704,701,1.1107708655733291e-36
232,231,7.596668049220381e-17
688,685,4.752184646681433e-34
228,227,4.439717014481547e-83
224,223,4.116308571172661e-17
220,219,2.411218342989777e-74
656,653,2.8462226265662234e-29
216,215,1.268936648491793e-17
640,637,3.913858649505179e-27
212,211,4.110564087050709e-66
208,207,2.1800488429887214e-18
204,203,2.1059035422026976e-58
608,605,2.226829742531382e-23
