n,d,p
0,1,1.52587890625e-05
1,1,1.52587890625e-05
16,15,0.000244140625
8,7,0.0018310546875
16,13,0.008544921875
4,3,0.02777099609375
16,11,0.066650390625
8,5,0.1221923828125
16,9,0.174560546875
2,1,0.196380615234375
16,7,0.174560546875
8,3,0.1221923828125
16,5,0.066650390625
4,1,0.02777099609375
16,3,0.008544921875
8,1,0.0018310546875
16,1,0.000244140625
