n,d,p
1,1,0.00010797969981643452
160,159,2.0567561869797072e-05
156,155,2.0567561869797042e-05
152,151,2.0567561869797025e-05
148,147,2.0567561869797028e-05
144,143,2.0567561869797086e-05
140,139,2.056756186979707e-05
136,135,2.0567561869797028e-05
132,131,2.0567561869797025e-05
128,127,2.056756186979708e-05
124,123,2.0567561869797062e-05
120,119,2.056756186979706e-05
116,115,2.056756186979705e-05
112,111,2.0567561869797045e-05
108,107,2.0567561869797042e-05
104,103,2.0567561869797045e-05
100,99,2.0567561869797045e-05
96,95,2.0567561869797052e-05
92,91,2.0567561869797045e-05
88,87,2.056756186979705e-05
84,83,2.0567561869797045e-05
80,79,5.1418904674492676e-05
78,77,5.141890467449261e-05
76,75,5.141890467449257e-05
74,73,5.141890467449257e-05
72,71,5.141890467449273e-05
70,69,5.1418904674492676e-05
68,67,5.1418904674492574e-05
66,65,5.141890467449257e-05
64,63,5.1418904674492696e-05
62,61,5.141890467449264e-05
60,59,5.141890467449265e-05
58,57,5.1418904674492615e-05
56,55,5.1418904674492615e-05
54,53,5.14189046744926e-05
160,157,0.00010283780934898535
52,51,0.00015425671402347782
152,149,0.00010283780934898513
50,49,5.1418904674492615e-05
148,145,0.00010283780934898513
48,47,0.0001542567140234781
140,137,0.00010283780934898535
46,45,5.141890467449261e-05
136,133,0.00010283780934898515
44,43,0.00015425671402347776
128,125,0.00010283780934898539
42,41,3.0851342804695566e-05
124,121,0.00010283780934898528
40,39,0.0002776620852422604
39,38,0.00017482427589327485
116,113,0.00010283780934898523
38,37,0.00017482427589327472
112,109,0.00010283780934898523
37,36,0.00017482427589327472
36,35,0.00027766208524226043
35,34,0.0001748242758932751
104,101,0.00010283780934898522
34,33,0.00017482427589327472
100,97,0.00010283780934898523
33,32,0.0001748242758932747
32,31,0.0005450403895496224
156,151,0.00026737830430736156
31,30,0.00017482427589327496
92,89,0.00010283780934898522
152,147,0.0002673783043073614
30,29,0.00017482427589327501
148,143,0.0002673783043073614
88,85,8.227024747918818e-05
29,28,0.00017482427589327488
144,139,0.0002673783043073622
28,27,0.00046277014207043386
136,131,0.00026737830430736135
27,26,0.00017482427589327485
80,77,0.0003804998945912458
132,127,0.0002673783043073613
26,25,0.0005553241704845202
128,123,0.0002673783043073621
76,73,0.00038049989459124507
25,24,0.00017482427589327485
124,119,0.0002673783043073617
74,71,0.00038049989459124507
24,23,0.0008227024747918829
70,67,0.00038049989459124577
116,111,0.0002673783043073616
23,22,0.00015425671402347782
160,153,0.0005141890467449268
68,65,0.0003804998945912449
112,107,0.0002673783043073616
156,149,0.0005141890467449261
22,21,0.0004730539230053317
152,145,0.0005141890467449257
108,103,0.00026737830430736156
64,61,0.00038049989459124604
148,141,0.0005141890467449257
21,20,0.0
104,99,0.00026737830430736156
62,59,0.0003804998945912456
144,137,0.0005141890467449271
20,19,0.0018305130064119384
39,37,0.0006684457607684039
136,129,0.0005141890467449257
58,55,0.0003804998945912454
96,91,0.0002468107424375646
19,18,0.0006684457607684034
132,125,0.0005141890467449256
56,53,0.0003804998945912454
37,35,0.0006684457607684033
92,87,0.0001851080568281734
128,121,0.000514189046744927
18,17,0.0010489456553596504
160,151,0.0008432700366616799
124,117,0.0005141890467449265
88,83,6.170268560939113e-05
35,33,0.0006684457607684048
52,49,0.0012237699312529242
120,113,0.0005141890467449266
17,16,0.0006684457607684033
152,143,0.0008432700366616781
84,79,0.0
50,47,0.00035993233272144825
116,109,0.0005141890467449261
33,31,0.0006684457607684033
148,139,0.0008432700366616781
16,15,0.0033627963657118206
78,73,0.0010386618744247507
140,131,0.0008432700366616798
31,29,0.0006684457607684044
108,101,0.0005141890467449259
46,43,0.00017482427589327488
76,71,0.0010386618744247498
136,127,0.0008432700366616781
15,14,0.0006684457607684044
104,97,0.0004936214848751292
74,69,0.0010386618744247496
44,41,0.000863837598531475
160,149,0.001254621274057621
29,27,0.0006684457607684038
72,67,0.0010386618744247528
100,93,0.00043191879926573806
128,119,0.0008432700366616802
156,145,0.0012546212740576197
14,13,0.0017071076351931557
152,141,0.0012546212740576184
124,115,0.0008432700366616797
96,89,0.0003085134280469557
68,63,0.0010386618744247496
27,25,0.0006478781988986067
148,137,0.0012546212740576184
40,37,0.002334418272221967
66,61,0.0010386618744247498
92,85,0.00012340537121878226
144,133,0.0012546212740576221
13,12,0.0020773237488495018
116,107,0.0008432700366616788
64,59,0.0010386618744247526
140,129,0.0012546212740576212
38,35,0.0014911482355602843
88,81,0.0
25,23,0.0004627701420704335
112,103,0.0008227024747918818
62,57,0.0010386618744247513
136,125,0.0012546212740576184
37,34,0.0014911482355602843
160,147,0.001748242758932751
12,11,0.006571336017400159
152,139,0.001748242758932747
35,32,0.0014911482355602875
128,117,0.0012546212740576217
58,53,0.0010180943125549535
104,95,0.0006375944179637084
23,21,6.170268560939113e-05
80,73,0.0020259048441750123
148,135,0.0017482427589327473
34,31,0.0014911482355602843
124,113,0.0012546212740576206
56,51,0.0009563916269455625
78,71,0.002025904844175009
100,91,0.0004524863611355351
144,131,0.001748242758932752
11,10,0.001491148235560284
120,109,0.0012340537121878234
76,69,0.002025904844175007
54,49,0.0008329862557267801
140,127,0.0017482427589327507
32,29,0.004020958345545328
74,67,0.002025904844175007
116,105,0.0011723510265784316
21,19,0.0
136,123,0.001748242758932747
52,47,0.002972012690185673
31,28,0.0014705806736904899
72,65,0.0020259048441750127
92,83,2.056756186979705e-05
112,101,0.0010489456553596493
132,119,0.0017482427589327473
152,137,0.0023241344912870634
10,9,0.006478781988986075
148,133,0.0023241344912870634
128,115,0.0017276751970629546
108,97,0.0008638375985314756
88,79,0.0
39,35,0.002642931700268921
68,61,0.0020259048441750066
29,26,0.0012854726168623153
48,43,0.0024475398625058526
124,111,0.001665972511453562
19,17,0.002642931700268917
104,93,0.0006170268560939114
66,59,0.0020053372823052094
160,143,0.002982296471120575
28,25,0.00342449905132121
37,33,0.002642931700268917
120,107,0.0015425671402347796
46,41,0.0
156,139,0.002982296471120572
64,57,0.0019436345966958246
100,89,0.00030851342804695574
136,121,0.0023035669294172658
9,8,0.003496485517865502
152,135,0.0029822964711205676
116,103,0.001357459083406605
80,71,0.003342228803842024
62,55,0.00182022922547704
44,39,0.002241864243807876
35,31,0.0026223641383991262
96,85,6.170268560939115e-05
148,131,0.0029822964711205676
26,23,0.0038872691933916417
112,99,0.0011106483409690404
60,53,0.0016351211686488664
128,113,0.0021184588725890996
17,15,0.00256066145278973
144,127,0.002961728909250779
76,67,0.003342228803842016
160,141,0.0037227286984332707
42,37,0.0
92,81,0.0
25,22,0.00020567561869797035
108,95,0.0008021349129220847
58,51,0.0013883104262113009
124,109,0.001933350815760924
33,29,0.0024372560815709475
140,123,0.002900026223641386
74,65,0.0033216612419722184
156,137,0.0037227286984332668
8,7,0.019333508157609227
39,34,0.004103228593024511
148,129,0.003640458450954073
70,61,0.0031365531851440523
132,115,0.0025915127955944252
31,27,0.0020053372823052138
116,101,0.0013780266452764023
54,47,0.0007095808845079981
100,87,0.00012340537121878226
23,20,0.0
84,73,0.0
160,139,0.004524863611355356
38,33,0.004041525907415115
144,125,0.003517053079735301
68,59,0.002951445128315873
128,111,0.002344702053156867
15,13,0.0016968238542582567
112,97,0.0010078105316200549
52,45,0.004771674353792916
37,32,0.003918120536196332
96,83,0.0
140,121,0.003331945022907125
22,19,0.0027046343858783085
124,107,0.002036188625109909
80,69,0.004905363505946603
29,25,0.0013266077406019093
152,131,0.004339755554527173
36,31,0.0043089042117224865
136,117,0.0030851342804695536
50,43,6.17026856093911e-05
64,55,0.002396120957831359
78,67,0.004781958134727813
92,79,0.0
120,103,0.001665972511453561
148,127,0.0041546474976989975
7,6,0.0043808906782667745
160,137,0.0052447282767982524
132,113,0.0027766208524225983
104,89,0.00020567561869797043
76,65,0.004596850077899636
62,53,0.0020259048441750105
48,41,0.003907836755261446
116,99,0.0012340537121878223
34,29,0.0031776883088836384
156,133,0.005059620219970077
88,75,0.0
27,23,0.00043191879926573806
128,109,0.002406404738766258
74,63,0.0043500393354620704
20,17,0.010756834857903866
152,129,0.004812809477532506
33,28,0.0028074721952272928
112,95,0.0007404322273126941
46,39,0.0
72,61,0.004041525907415126
124,105,0.0019744859395005175
13,11,0.005419552552691523
136,115,0.003229107213558132
84,71,0.0
58,49,0.0011003645600341418
148,125,0.004504296049485548
32,27,0.008175605843244338
70,59,0.003671309793758777
108,91,0.0003085134280469555
19,16,0.004987633753425781
120,101,0.0014808644546253872
44,37,0.002797188414292395
144,121,0.004134079935829211
25,21,0.0
156,131,0.005491539019235811
56,47,0.0005758917323543174
31,26,0.0018819319110864317
68,57,0.0032393909944930296
37,31,0.004617417639769431
80,67,0.0060160118469156434
92,77,0.0
104,87,6.170268560939116e-05
116,97,0.0009255402841408674
128,107,0.002303566929417272
140,117,0.0037021611365634726
152,127,0.005121322905579461
6,5,0.014109347442680775
160,133,0.006190836122808918
148,123,0.0046894041063137186
136,113,0.0032085396516883333
124,103,0.0017482427589327507
112,93,0.00043191879926573833
100,83,0.0
88,73,0.0
76,63,0.005213876933993546
35,29,0.0036918773556285744
64,53,0.0021904453391333885
29,24,0.0007404322273126935
52,43,0.005779484885412973
144,119,0.004195782621438604
23,19,0.0
132,109,0.002653215481203814
40,33,0.007455741177801439
74,61,0.004720255449118415
108,89,0.00012340537121878218
17,14,0.003136553185144046
96,79,0.0
62,51,0.0015734184830394759
152,125,0.005265295838668038
28,23,0.003948971879001038
39,32,0.005830903790087461
128,105,0.0020361886251099113
50,41,0.0
72,59,0.004164931278633906
116,95,0.0005758917323543172
160,131,0.006417079303376685
11,9,0.0025195263290501355
148,121,0.004709971668183518
104,85,0.0
60,49,0.0009255402841408668
136,111,0.003023431594860158
38,31,0.0052755796196029365
92,75,0.0
27,22,6.170268560939115e-05
124,101,0.0013574590834066072
70,57,0.003547904422539996
156,127,0.0058617551328921606
16,13,0.012607915426185608
37,30,0.004658552763509024
132,107,0.0023447020531568627
58,47,0.00043191879926573817
100,81,0.0
21,17,0.0
152,123,0.005244728276798242
68,55,0.002869174880836685
120,97,0.0007404322273126936
26,21,0.005851471351957262
140,113,0.003414215270386315
88,71,0.0
31,25,0.0011312159028388387
160,129,0.006478781988986071
36,29,0.004000390783675533
128,103,0.0016042698258441712
46,37,0.0
148,119,0.004565998735094939
56,45,0.00012340537121878232
66,53,0.0021287426535239926
76,61,0.005172741810253955
96,77,0.0
116,93,0.0003085134280469558
136,109,0.002673783043073614
156,125,0.005800052447282773
5,4,0.01026321337302874
144,115,0.003825566507782254
124,99,0.0009255402841408676
104,83,0.0
84,67,0.0
74,59,0.00443230958294126
64,51,0.0013574590834066079
54,43,0.0
152,121,0.00505962021997007
44,35,0.0018716481301515285
39,31,0.005707498418868685
112,89,6.170268560939116e-05
34,27,0.0024372560815709462
160,127,0.006375944179637092
92,73,0.0
29,23,0.00020567561869797046
140,111,0.0030234315948601737
24,19,0.004062093469284919
148,117,0.004257485307047983
62,49,0.0007404322273126952
100,79,0.0
19,15,0.004905363505946593
128,101,0.0011312159028388383
52,41,0.005573809266715004
33,26,0.0016042698258441678
80,63,0.006262822589353204
108,85,0.0
136,107,0.0021595939963286836
14,11,0.0027869046333575042
